productos;kilos;valor
LOS DEMAS ARTICULOS DE USO DOMESTICO Y ARTICULOS DE HIGIENE O DE TOCADOR,DE PLASTICO;1088398;17477112
LOS DEMAS FREGADEROS(PILETAS DE LAVAR),LAVABOS,PEDESTALES DE LAVABO,BAÑERAS,BIDES,INODOROS,CISTERNAS PARA INODOROS,URINARIOS Y APARATOS FIJOS SIMILARES,DE CERAMICA,PARA USOS SANITARIOS;1076928;7397635
MAQUINAS TOTALMENTE AUTOMATICAS,PARA LAVAR ROPA DE CAPACIDAD UNITARIA,EXPRESADA EN PESO DE ROPA SECA,INFERIOR O IGUAL A 10 KG;1076359;20638267
LAS DEMAS TRITURADORAS Y MEZCLADORAS DE ALIMENTOS,EXTRACTORAS DE JUGO DE FRUTOS U HORTALIZAS,CON MOTOR ELECTRICO INCORPORADO,DE USO DOMESTICO;1073980;26485555
REFRIGERADORES DOMESTICOS, DE COMPRESION, DE VOLUMEN INFERIOR A 184 L;1072822;20352241
MAQUINAS DE CAPACIDAD UNITARIA, EXPRESADA EN PESO DE ROPA SECA, SUPERIOR A 10 KG PERO INFERIOR O IGUAL A 27 KG;1067006;25247373
LAS DEMAS HERRAMIENTAS CON MOTOR ELECTRICO INCORPORADO:;1063125;25184782
LAS DEMAS CHAPAS Y TIRAS,DE ALEACIONES DE ALUMINIO,CUADRADAS O RECTANGULARES;1062725;13378492
MAQUINAS DE MEZCLAR MATERIA MINERAL CON ASFALTO;1055758;31513986
CLORURO DE CALCIO;1046664;3238389
BAULES,MALETAS Y MALETINES,INCLUIDOS LOS DE ASEO,CON LA SUPERFICIE EXTERIOR DE PLASTICO O MATERIA TEXTIL;1041628;11671425
LOS DEMAS CABLES DE HIERRO O ACERO,SIN AISLAR PARA ELECTRICIDAD;1034858;8618996
ALAMBRE DE HIERRO O ACERO SIN ALEAR,CINCADOS;1030222;5728984
UN ALTAVOZ (ALTOPARLANTE) MONTADO EN SU CAJA;1028846;17581216
LAS DEMAS PREPARACIONES DEL TIPO DE LAS UTILIZADAS PARA LA ALIMENTACION DE LOS ANIMALES;1025658;9450140
APARATOS RECEPTORES DE TELEVISION, INCLUSO CON APARATO RECEPTOR DE RADIODIFUSION O GRABACION O REPRODUCCION DE SONIDO O IMAGEN INCORPORADO, EN COLORES, DE PANTALLA CON TECNOLOGIA LED;1023985;43740025
LOS DEMAS ACUMULADORES DE PLOMO;1022845;43549007
ARTICULOS DE OFICINA Y ARTICULOS ESCOLARES,DE PLASTICO;1016258;12220913
NIVELADORAS,AUTOPROPULSADAS;1012216;59146084
PARTES DE CIERRES DE CREMALLERA (CIERRES RELAMPAGO);1011590;6715393
LOS DEMAS BOMBONES,CARAMELOS,CONFITES Y PASTILLAS;995216;5626616
LOS DEMAS CIERRES DE CREMALLERA (CIERRES RELAMPAGO);986080;8031542
ELECTRODOS RECUBIERTOS PARA SOLDADURA DE ARCO,DE METAL COMUN;984508;7320811
PAPEL AUTOCOPIA,EN BOBINAS (ROLLOS) O EN HOJAS;965598;9730529
LOS DEMAS PRODUCTOS LAMINADOS PLANOS DE HIERRO O ACERO SIN ALEAR,REVESTIDOS DE ALUMINIO;958414;4738905
SARDINAS, SARDINELAS Y ESPADINES: EN SALSA DE TOMATE;955809;5851577
LOS DEMAS APARATOS RECEPTORES DE RADIODIFUSION QUE PUEDAN FUNCIONAR SIN FUENTES DE ENERGIA EXTERIOR,INCLUSO LOS QUE PUEDAN RECIBIR SEÑALES DE RADIOTELEFONIA O RADIOTELEGRAFIA;952890;13102917
LOS DEMAS CUBOS, DADOS Y ARTICULOS SIMILARES PARA MOSAICOS, EXCEPTO LOS DE LA SUBPARTIDA 6907.40;952775;1805361
COMBINACIONES DE REFRIGERADOR Y CONGELADOR CON PUERTAS EXTERIORES SEPARADAS, DE VOLUMEN SUPERIOR O IGUAL A 269 L PERO INFERIOR A 382 L;950288;17857377
"LOS DEMAS ARTICULOS DE USO DOMESTICO  DE LANA DE HIERRO O ACERO; ESPONJAS; ESTROPAJOS; GUANTES Y ARTICULOS SIMILARES PARA FREGAR, LUSTRAR O";946853;9133037
DURAZNOS (MELOCOTONES) EN AGUA CON ADICION DE AZUCAR U OTRO EDULCORANTE,INCLUIDO EL JARABE;944138;3550392
PUNTAS,CLAVOS,CHINCHETAS,GRAPAS APUNTADAS,ONDULADAS O BISELADAS,Y ART.SIMIL.,DE FUNDICION,HIERRO O ACERO,INCLUSO CON CABEZA DE OTRAS MATERIAS,EXCEPTO DE CABEZA DE COBRE;935599;4428457
GELATINAS (AUNQUE SE PRESENTEN EN HOJAS CUADRADAS O RECTANGULARES,INCLUSO TRABAJADAS EN LA SUPERFICIE O COLOREADAS) Y SUS DERIVADOS;925134;13989740
LOS DEMAS ALAMBRONES DE HIERRO O ACERO SIN ALEAR, DE SECCION CIRCULAR CON DIAMETRO INFERIOR A 14 MM;917986;2835049
PARTES DE MAQUINAS Y APARATOS DE CLASIFICAR,CRIBAR,SEPARAR,LAVAR,QUEBRANTAR,TRITURAR,PULVERIZAR,MEZCLAR,AMASAR O SOBAR,TIERRA,PIEDRA U OTRA MATERIA MINERAL SOLIDA;913502;17986046
LAS DEMAS LAMPARAS ELECTRICAS PORTATILES CONCEBIDAS PARA FUNCIONAR CON SU PROPIA FUENTE DE ENERGIA (POR EJ: DE PILAS,ACUMULADORES,ELECTROMAGNETICOS),EXCEPTO LOS DE LA PARTIDA No 85.12;894214;13130212
ESTATUILLAS Y DEMAS ARTICULOS DE ADORNO,DE PLASTICO O DE LAS DEMAS MATERIAS DE LAS PARTIDAS Nos 39.01 A 39.14;887683;9982524
ESTERES DEL ACIDO ACETICO: ACETATO DE ETILO;883922;6060106
BOLSOS DE MANO (CARTERAS),INCLUSO CON BANDOLERA O SIN ASAS,CON LA SUPERFICIE EXTERIOR DE HOJAS DE PLASTICO O MATERIA TEXTIL;870362;25850668
CABLES DE FIBRAS OPTICAS;867201;24064103
LOS DEMAS VEHICULOS, UNICAMENTE CON MOTOR DE EMBOLO ALTERNATIVO DE ENCENDIDO POR CHISPA, DE CILINDRADA SUPERIOR A 1.500 CM3 PERO INFERIOR O IGUAL A 2.000 CM3;865818;43835716
LOS DEMAS TEJIDOS DE FIBRAS SINTETICAS DISCONTINUAS CON UN CONTENIDO DE FIBRAS SINTETICAS DISCONTINUAS SUPERIOR O IGUAL AL 85% EN PESO SUPERIOR O IGUAL AL 85% EN PESO.;865022;10541986
ALFOMBRAS Y DEMAS REVESTIMIENTOS PARA EL SUELO DE LAS DEMAS MATERIAS TEXTILES SINTETICAS O DE MATERIA TEXTIL ARTIFICIAL,CON MECHON INSERTADO,INCLUSO CONFECCIONADOS;855319;8609975
LOS DEMAS VEHICULOS: CARRETILLAS DE MANO;850221;5233323
LOS DEMAS CONVERTIDORES ESTATICOS;833141;42739937
GLUCOSA,SIN FRUCTOSA O CON UN CONT.DE FRUCTOSA,EN ESTADO SECO,INF.AL 20% EN PESO,CON UN CONT.DE GLUCOSA SUP.O IGUAL AL 99% EN PESO,EXPRESADO EN GLUCOSA ANHIDRA CALCULADO SOBRE PRODUCTO SECO (DEXTROSA);832534;3965013
LAS DEMAS BISAGRAS DE CUALQUIER CLASE (INCLUIDOS LOS PERNIOS Y DEMAS GOZNES),DE METAL COMUN;813619;8295850
LAS DEMAS AZUCARES,INCLUIDO AL AZUCAR INVERTIDO;807063;3132628
LOS DEMAS POLI(TEREFTALATO DE ETILENO);799742;6164123
LOS DEMAS CHICLES Y DEMAS GOMAS DE MASCAR,INCLUSO RECUBIERTO DE AZUCAR;795969;3515495
LOS DEMAS  PAPELES DE PESO  SUPERIOR O IGUAL A 40 G/M2 PERO INFERIOR O IGUAL A 150 G/M2;794082;2801602
ASIENTOS GIRATORIOS DE ALTURA AJUSTABLE;793858;8539839
HIDROGENOCARBONATO (BICARBONATO) DE SODIO;782634;1876656
LOS DEMAS SURTIDOS DE CUCHARAS,TENEDORES,ESPUMADERAS,PALAS PARA TARTA,CUCHILLOS PARA PESCADO O MANTEQUILLA,PINZAS PARA AZUCAR Y ARTICULOS SIMILARES;778702;5618028
LOS DEMAS APARATOS DE TRANSMISION O RECEPCION DE VOZ, IMAGEN U OTROS DATOS, INCLUIDOS LOS DE COMUNICACION EN RED CON O SIN CABLE;777103;350218740
LAS DEMAS PLACAS,LAMINAS,HOJAS Y TIRAS DE LOS DEMAS  PL-STICOS;775202;13753590
LOS DEMAS VEHICULOS AUTOMOVILES PARA TRANSPORTE DE MERCANCIAS, CON MOTOR DE EMBOLO DE ENCENDIDO POR CHISPA, DE PESO TOTAL CON CARGA MAXIMA INFERIOR O IGUAL A 5 T;772928;25765116
DISCOS PARA LA FABRICACIÓN DE ENVASES TUBULARES DE ALUMINIO SIN ALEAR;771276;6409530
LOS DEMAS TEJIDOS DE PUNTO.  DE FIBRAS SINTETICAS:  ESTAMPADOS;768216;10593852
LOS DEMAS ARTICULOS DE GRIFERIA: CANILLAS O GRIFOS PARA USO DOMESTICO;765058;19883601
LOS DEMAS GRANITO DE TALLA O DE CONSTRUCCION Y SUS MANUFACTURAS,SIMPLEMENTE TALLADOS O ASERRADAS,CON SUPERFICIE PLANA O LISA;764310;1735839
"LISINA Y SUS ESTERES;SALES DE ESTOS PRODUCTOS";762720;7198498
CHICLES  Y DEMAS GOMAS DE MASCAR,RECUBIERTO DE AZUCAR;761372;3825591
"LAS DEMAS HERRAMIENTAS,MONTURAS Y MANGOS DE HERRAMIENTAS,DE CEPILLOS,BROCHAS O ESCOBAS,DE MADERA;HORMAS,ENSANCHADORES Y TENSORES PARA EL CALZADO,DE MADERA";747933;2418054
ADITIVOS PREPARADOS PARA CEMENTOS,MORTEROS U HORMIGONES;742186;6423457
VIDRIO DE SEGURIDAD TEMPLADO DE DIMENSIONES Y FORMATOS QUE PERMITAN SU EMPLEO EN AUTOMOVILES,AERONAVES,BARCOS,U OTROS VEHICULOS;740614;6260185
HORNOS DE MICROONDAS;731841;16683131
LOS DEMAS ARMARIOS,ARCONES(COFRES),VITRINAS,MOSTRADORES Y MUEBLES SIMILARES PARA LA PRODUCCION DE FRIO;729060;16104462
LOS DEMAS FUNGICIDAS;728508;18002555
LAS DEMAS PLACAS,LAMINAS,HOJAS Y TIRAS DE POLICARBONATOS,NO CELULAR Y SIN REFUERZO,ESTRATIFICACION NI SOPORTE;717767;11855798
JARABE DE GLUCOSA SIN FRUCTOSA O CON UN CONTENIDO DE FRUCTOSA,EN ESTADO SECO,INFERIOR AL 20 % EN PESO;716233;2671789
"TOPADORAS FRONTALES (""BULLDOZERS"") Y TOPADORAS ANGULARES (""ANGLEDOZERS"") DE ORUGAS,AUTOPROPULSADAS";715970;31446440
LOS DEMAS SACOS (BOLSAS), BOLSITAS Y COCURUCHOS DE LOS DEMAS PLASTICOS;713246;8233278
CONGELADORES HORIZONTALES DEL TIPO ARCON (COFRE) DE CAPACIDAD INFERIOR O IGUAL A 800 L;713052;14124935
DIHIDROGENOORTFOSFATO DE AMONIO (FOSFATO MONOAMONICO),INCLUSO MEZCLADO CON EL HIDROGENOORTOFOSFATO DE DIAMONIO (FOSFATO DIAMONICO);709550;2426230
LAMPARAS Y TUBOS DE DESCARGA, FLUORESCENTES, DE CATODO CALIENTE COMPACTOS INTEGRADOS Y NO INTEGRADOS;702996;8104267
LOS DEMAS PRODUCTOS LAMINADOS PLANOS DE HIERRO O ACERO SIN ALEAR,SIMPLEMENTE LAMINADOS EN CALIENTE DE ESPESOR SUPERIOR O IGUAL A 4.75 mm;702840;2695961
CABLES,TRENZAS Y SIMILARES,DE ALUMINIO,SIN AISLAR PARA ELECTRICIDAD,CON ALMA DE ACERO;691964;10014331
LAS DEMAS PARTES Y ACCESORIOS DE VEHICULOS AUTOMOVILES DE LAS PARTIDAS Nos 87.01 A 87.05 (TRACTORES, AUTOMOVILES, ETC).;685102;17948470
PRODUCTOS LAMINADOS PLANOS DE HIERRO O DE ACERO SIN ALEAR,REVESTIDOS DE OXIDOS DE CROMO O DE CROMO Y OXIDOS DE CROMO;683209;4068007
PINTURAS Y BARNICES A BASE DE POLIMEROS ACRILICOS O VINILICOS,DISPERSOS O DISUELTOS EN UN MEDIO NO ACUOSO;680536;10206505
PAÑUELOS,TOALLITAS DE DESMAQUILLAR Y TOALLAS DE PASTA DE PAPEL,PAPEL,GUATA DE CELULOSA O NAPA DE FIBRAS DE CELULOSA;675580;3476618
TALADROS DE TODAS CLASES,INCLUIDAS LAS PERFORADORAS ROTATIVAS;674362;15760239
LOS DEMAS DETERGENTES PARA LA INDUSTRIA TEXTIL;671949;2535641
JERINGAS INCLUSO CON AGUJA,DE PLASTICO;664291;13485735
SULFURO DE SODIO;657710;2845291
PATINES PARA HIELO Y PATINES DE RUEDAS,INCLUIDO EL CALZADO CON PATINES FIJOS;657077;7955089
LAS DEMAS PLACAS Y HOJAS,SIN ARMAR LISAS,DE VIDRIO COLADO O LAMINADO;652554;2236780
LOS DEMAS ASIENTOS,CON ARMAZON DE METAL;647953;9443234
RUEDAS CON MONTURA DE METAL COMUN;640759;4746850
LAS DEMAS PARTES Y ACCESORIOS DE VEHICULOS DE LAS PARTIDAS 87.11 A 87.13;640417;8620018
MUEBLES, BASAMENTOS Y TAPAS O CUBIERTAS PARA MAQUINAS DE COSER, Y SUS PARTES;639307;2924946
LOS DEMAS PRODUCTOS LAMINADOS PLANOS DE HIERRO O ACERO SIN ALEAR,DE ANCHURA SUPERIOR O IGUAL A 600mm,CHAPADOS O REVESTIDOS;636872;2790642
TUERCAS,DE FUNDICION,HIERRO O ACERO;631487;6116898
GRANITO;619802;1720042
CALENTADORES ELECTRICOS DE AGUA DE CALENTAMIENTO INSTANTANEO O ACUMULACION Y CALENTADORES ELECTRICOS DE INMERSION;618178;7733579
LOS DEMAS,CALZADO CON SUELA DE CAUCHO O PLASTICO,CON PARTE SUPERIOR DE MATERIA TEXTIL;617841;31654988
PINTURAS Y BARNICES A BASE DE POLIESTERES;608817;5953644
LOS DEMAS TABLEROS DE FIBRA DE MADERA U OTRAS MATERIAS LEÑOSAS, INCLUSO AGLOMERADAS CON RESINAS O DEMAS AGLUTINANTES ORGANICOS DE DENSIDAD SUPERIOR A 0,8 g/cmü;608678;2185932
LAPICES;608280;14247639
"HIDROXIDO DE SODIO (SOSA O SODA CAUSTICA); SOLIDO";608009;3080829
PAPEL Y CARTON KRAFT,BLANQUEADOS UNIFORMEM.EN LA MASA Y EN LOS QUE MAS DEL 95%EN PESO DEL CONT.TOTAL DE FIBRA ESTE CONSTIT.POR FIBRAS DE MADERA OBTENIDAS POR PROCEDIMIENTO QUIMICO,DE GRAM.SUP.A 150g/m;605656;3023445
LOS DEMAS INSECTICIDAS;598718;23070454
LOS DEMAS TEJIDOS CON UN CONTENIDO DE FIBRAS DISCONTINUAS ACRILICAS O MODACRILICAS SUP.O IGUAL AL 85% EN PESO;594894;6566730
"PARTES DE REMOLQUES Y SEMIRREMOLQUES PARA CUALQUIER VEHICULO;LOS DEMAS VEHICULOS NO AUTOMOVILES";588178;4908254
LAS DEMAS LAS DEMAS PLACAS, LAMINAS, HOJAS Y TIRAS, DE PLASTICO NO CELULAR Y SIN REFUERZO, DE CLORURO DE VINILO.;586637;6592773
LAS DEMAS COMBINACIONES DE REFRIGERADOR Y CONGELADOR CON PUERTAS EXTERIORES SEPARADAS;585772;14534789
LAS DEMAS PLACAS, LAMINAS, HOJAS Y TIRAS, DE POLIMEROS DE PROPILENO SIN REFUERZO, ESTRATIFICACIÓN NI SOPORTE O COMBINACION SIMILAR CON O;585769;10163726
LOS DEMAS TUBOS Y PERFILES HUECOS DE SECCION CIRCULAR,DE LOS DEMAS ACEROS ALEADOS;583077;6124189
CANDADOS DE METAL COMUN;582431;7124388
ALICATES (INCLUSO CORTANTES),TENAZAS,PINZAS Y HERRAMIENTAS SIMILARES;582344;7103795
CAJAS, CAJONES, JAULAS Y ARTICULOS SIMILARES DE PLASTICO PARA CASETES, CD, DVD Y SIMILARES;575747;2529358
PRODUCTOS LAMINADOS PLANOS DE HIERRO O ACERO SIN ALEAR,ENRROLLADOS,SIMPLEMENTE LAMINADOS EN FRIO DE ESPESOR INFERIOR A 0,5 mm PERO SUPERIOR O IGUAL A 0,25 mm;575534;2421973
LAS DEMAS ALFOMBRAS Y REVESTIMIENTOS PARA EL SUELO,DE MATERIA TEXTIL,INCLUSO CONFECCIONADOS;574821;5247181
PLANCHAS ELECTRICAS;572230;10170744
VIDRIOS DE LAS PARTIDAS Nos 70.03, 70.04 O 70.05 CURVADO,BISELADO,GRABADO,TALADRADO,ESMALTADO O TRABAJADO DE OTRO MODO,PERO SIN ENMARCAR NI COMBINAR CON OTRAS MATERIAS;571833;1770526
BOLIGRAFOS;567337;11275282
CANGILONES,CUCHARAS,CUCHARAS DE ALMEJA,PALAS Y GARRAS O PINZAS DE MAQUINAS O APARATOS DE LAS PARTIDAS Nos 84.26,84.29 U 84.30;566618;8051648
LAS DEMAS CERRADURAS,CERROJOS,DE METAL COMUN;565846;14660761
BARRAS DE HIERRO O ACERO SIN ALEAR CON MUESCAS,CORDONES,SURCOS O RELIEVES,PRODUCIDOS EN EL LAMINADO O SOMETIDAS A TORSION DESPUES DEL LAMINADO;562262;1824881
AISLADORES ELECTRICOS DE CERAMICA;559613;4004754
CAMIONES GRUA, CON MOTOR DE EMBOLO (PISTON), DE ENCENDIDO POR COMPRESION (DIESEL O SEMI-DIESEL), DE CILINDRADA MAYOR A 4000 CC;555531;18837221
CAMIONES HORMIGONERA CON MOTOR DE EMBOLO (PISTON), DE ENCENDIDO POR COMPRESION (DIESEL O SEMI-DIESEL), DE CILINDRADA MAYOR A 4000 CC;550150;17675247
LOS DEMAS RECIPIENTES CON PIE PARA BEBER, DE CRISTAL AL PLOMO, EXCEPTO LOS DE VITROCERAMICA,;550091;2721060
LAS DEMAS MANUFACTURAS DE ALAMBRE DE HIERRO O ACERO;543297;6611867
LOS DEMAS APARATOS DE GRABACION O REPRODUCCION DE IMAGEN Y SONIDO (VIDEOS), INCLUSO CON RECEPTOR DE SEÑALES DE IMAGEN Y SONIDO INCORPORADO;537664;135251491
VIDRIOS DE SEGURIDAD CONTRACHAPADO,DE DIMENSIONES Y FORMATOS QUE PERMITAN SU EMPLEO EN AUTOMOVILES,AERONAVES,BARCOS U OTROS VEHICULOS;537421;5020847
ANTENAS PARABOLICAS;536667;6809100
LOS DEMAS OBJETOS DE VIDRIO DE TOCADOR,DE OFICINA,PARA ADORNO DE INTERIORES O USOS SIMILARES,EXCEPTO LOS DE LAS PARTIDAS Nos 70.10 Y 70.18;535375;5151604
GUIRNALDAS ELECTRICAS DEL TIPO DE LAS UTILIZADAS EN ARBOLES DE NAVIDAD;534185;5885620
LAS DEMAS MAQUINAS Y APARATOS ELECTRICOS CON FUNCION PROPIA, NO EXPRESADOS NI COMPRENDIDOS EN OTRA PARTE DE ESTE CAPITULO;531978;21193557
LOS DEMAS, APARATOS ELECTRICOS DE ALUMBRADO;531207;25673486
LAS DEMAS  PLACAS, LAMINAS, HOJAS, CINTAS, TIRAS Y DEMAS  FORMAS PLANAS AUTOADHESIVAS DE PL-STICO INCLUSO EN ROLLOS;531203;7577143
LOS DEMAS CONDUCTORES ELECTRICOS PARA TENSION SUPERIOR A 1000 V;531034;15220955
BRIDAS Y PLACAS DE ASIENTO DE FUNDICION,DE HIERRO O ACERO;529115;6092780
COLINA Y SUS SALES;527800;2699103
PARTES Y ACCESORIOS DE MAQUINAS DE LA PARTIDA No 84.71 (COMPUTADORAS);526217;28815846
LOS DEMAS PAPELES,CARTONES,GUATA DE CELULOSA Y NAPA DE FIBRAS DE CELULOSA;524269;4287121
LOS DEMAS ASIENTOS;521261;5995854
LOS DEMAS NEUMATICOS (LLANTAS NEUMATICAS) NUEVOS DE CAUCHO;513962;3554965
FIBRAS SINTETICAS DISCONTINUAS,SIN CARDAR,PEINAR NI TRANSFORMAR DE OTRO MODO PARA LA HILATURA,DE POLIESTERES;513370;2381664
LAS DEMAS MANUFACTURAS DE YESO FRAGUABLE O DE PREPARACIONES A BASE DE YESO FRAGUABLE;512895;944400
LAS DEMAS CUCHARAS,TENEDORES,CUCHARONES,ESPUMADERAS,PALAS PARA TARTA,CUCHILLOS DE PESCADO O MANTEQUILLA,PINZAS PARA AZUCAR Y ARTICULOS SIMILARES;512727;3911482
LOS DEMAS TEJIDOS DE FIBRAS SINTETICAS DISCONTINUAS DE POLIESTER MEZCLADOS EXCLUSIVA O PRINCIPALMENTE CON LANA O PELO FINO;505845;16982890
TRITURADORES DE IMPACTO;504924;10711332
LOS DEMAS ASIENTOS CON ARMAZON DE METAL,CON RELLENO;503971;7558865
GLUTAMATO MONOSODICO;501939;2057966
LOS DEMAS GATOS HIDRAULICOS PORTATILES PARA VEHICULOS AUTOMOVILES;498880;4156530
PRODUCTOS DE CUALQUIER CLASE UTILIZADAS COMO COLAS O ADHESIVOS ACONDICIONADOS PARA LA VENTA AL POR MENOR COMO COLAS O ADHESIVOS,DE PESO NETO INFERIOR O IGUAL A 1 KG;497553;4733364
REFRIGERADORES DOMESTICOS, DE COMPRESION, DE VOLUMEN SUPERIOR O IGUAL A 184 L PERO INFERIOR A 269 L;493363;9496368
LOS DEMAS ARTICULOS ROSCADOS DE FUNDICION,HIERRO O ACERO;492344;4090080
LOS DEMAS BORDADOS DE FIBRAS SINTETICAS O ARTIFICIALES;491194;6067043
LOS DEMAS TUBOS  SOLDADOS DE SECCION CIRCULAR, DE HIERRO O ACERO SIN ALEAR CON UN CONTENIDO DE CARBONO, EN PESO, SUPERIOR O IGUAL A 0,6%;488735;3167256
LAS DEMAS CAMARAS DE CAUCHO PARA NEUMATICOS (LLANTAS NEUMATICAS);485133;4956989
"PARTES DE TELEFONOS, INCLUIDOS LOS TELEFONOS MOVILES (CELULARES) Y LOS DE OTRAS REDES INALAMBRICAS; LOS DEMAS APARATOS DE TRANSMISION O RECEPCION DE VOZ, IMAGEN U OTROS DATOS, INCLUIDOS LOS DE COMUNIC";484755;153001785
LOS DEMAS TUBOS DE PERFORACION;484236;10718664
CEPILLOS DE DIENTES,INCLUIDOS LOS CEPILLOS PARA DENTADURAS POSTIZAS;479120;6858527
MADERA CONTRACHAPADA,MADERA CHAPADA Y MADERA ESTRATIFICADA SIMILAR;476796;2750773
ENCENDEDORES DE GAS NO RECARGABLES,DE BOLSILLO;474878;6996338
LOS DEMAS HORNOS DE USO DOMESTICO;474877;8260629
AURICULARES,INCLUSO COMBINADOS CON MICROFONO;473936;16351691
LOS DEMAS INSTRUMENTOS PARA MEDIDA LINEAL;472559;5520085
CLASIFICADORES,ENCUADERNACIONES(EXCEPTO LAS CUBIERTAS PARA LIBROS),CARPETAS Y CUBIERTAS PARA DOCUMENTOS,DE PAPEL O CARTON;472171;4239984
VOLQUETES AUTOMOTORES CONCEBIDOS PARA UTILIZARLOS FUERA DE LA RED DE CARRETERAS, CON MOTOR DE EMBOLO (PISTON), DE ENCENDIDO POR COMPRESION (DIESEL O SEMI-DIESEL);470500;10109942
MAQUINAS DE MOLDEAR POR INYECCION,PARA TRABAJAR CAUCHO O PLASTICO O PARA FABRICAR PRODUCTOS DE ESTAS MATERIAS;469386;9460546
ROTULADORES Y MARCADORES CON PUNTA DE FIELTRO U OTRA PUNTA POROSA;465246;8293241
SULFITOS DE SODIO;457444;1488896
VEHICULOS AUTOMOVILES PARA TRASNPORTE DE MERCANCIAS CON MOTOR DE EMBOLO (PISTON), DE ENCENDIDO POR COMPRESION (DIESEL O SEMI -DIESEL), DE PESO TOTAL CON CARGA MAXIMA, SUPERIOR A 6.2 T PERO INFERIOR O;456265;13326018
ACUMULADORES ELECTRICOS,DE PLOMO,DEL TIPO DE LOS UTILIZADOS PARA ARRANQUE DE MOTORES DE EXPLOSION;453290;6700734
LOS DEMAS TUBOS Y PERFILES HUECOS (POR EJEMPLO: SOLDADOS,REMACHADOS,GRAPADOS O CON LOS BORDES SIMPLEMENTE APROXIMADOS),DE HIERRO O ACERO;451147;2681232
CARBONATO DE DISODIO;450796;1211065
LOS DEMAS COMPRESORES DE POTENCIA INFERIOR A 30 KW (40 HP);450405;5243702
VARIOS ALTAVOCES (ALTOPARLANTES) MONTADOS EN UNA MISMA CAJA;443295;6915025
TEJIDOS DE FIBRAS ARTIFICIALES DISCONTINUAS,CON UN CONTENIDO DE FIBRAS ARTIFICIALES DISCONTINUAS SUPERIOR O IGUAL AL 85% EN PESO,ESTAMPADOS;438753;4485232
LOS DEMAS PERFILES DE HIERRO O ACERO SIN ALEAR,SIMPLEMENTE LAMINADOS O EXTRUDIDOS EN CALIENTE;438578;1454104
LOS DEMAS TUBOS  DE ACERO DE DIAMETRO EXTERNO HASTA  16mm,  DE DOBLE PARED;437812;2446496
LAS DEMAS MAQ.Y APAR.PARA ACONDICIONAMIENTO DE AIRE DE PARED O PARA VENTANAS,FORMANDO UN SOLO CUERPO,QUE COMPRENDAN UN VENTILADOR CON MOTOR Y LOS DISPOSITIVOS ADECUADOS PARA MODIFICAR LA TEMPERATURA Y;436698;17068944
LAMPARAS Y TUBOS DE DIODOS EMISORES DE LUZ (LED);436257;15732745
LOS DEMAS PRODUCTOS LAMINADOS PLANOS DE HIERRO O ACERO SIN ALEAR DE ESPESOR INFERIOR A   O IGUAL A 1,8 MM;435722;1542742
LOS DEMAS AMINO-ALCOHOLES-FENOLES,AMINO-ACIDOS-FENOLES Y DEMAS COMPUESTOS AMINADOS CON FUNCIONES OXIGENADAS;435433;4797302
PARTES IDENTIFICABLES COMO DESTINADAS EXCLUSIVA O PRINCIPALMENTE,A LAS MAQUINAS DE LAS PARTIDAS Nos 85.01 U 85.02;433616;25645699
LOS DEMAS PAPELES PARA COPIAR,TRANSFERIR(INCLUIDO EL ESTUCADO O CUCHE,RECUBIERTO O IMPREGNADO,PARA CLISES DE MIMEOGRAFO(STENCILS)O PARA PLANCHAS OFFSET),INCLUSO IMPRESOS,EN BOBINAS(ROLLOS) O EN HOJAS;428819;2551884
PARTES DE TURBINAS HIDRAULICAS,RUEDAS HIDRAULICAS,INCLUIDOS LOS REGULADORES;422337;50346229
CALZADO DE DEPORTE;417474;31357431
LOS DEMAS PRODUCTOS MENCIONADOS EN LA NOTA 1 DE SUBPARTIDA DE ESTE CAPITULO;417281;12179561
PILAS Y BATERIAS DE PILAS,ELECTRICAS,CILINDRICAS DE DIOXIDO DE MANGANESO;415361;1193866
MONOALCOHOLES SATURADOS: ALCOHOL ISOPROPILICO (PROPAN -2-OL);415186;3459239
MUEBLES DE MADERA DEL TIPO DE LOS UTILIZADOS EN OFICINAS;410457;2639174
MANTELES Y SERVILLETAS DE PASTA DE PAPEL,PAPEL,GUATA DE CELULOSA O NAPA DE FIBRAS DE CELULOSA;408838;4087034
LOS DEMAS   LIBROS, FOLLETOS E IMPRESOS SIMILARES, INCLUSO EN HOJAS SUELTAS;407228;16137073
CEMENTOS,MORTEROS,HORMIGONES Y PREPARACIONES SIMILARES,REFRACTARIOS,EXCEPTO LOS PRODUCTOS DE LA PARTIDA No 38.01;406177;1185055
LOS DEMAS JUGUETES: INSTRUMENTOS Y APARATOS DE MUSICA;405763;5493278
LOS DEMAS SOMBREROS Y DEMAS TOCADOS, DE PUNTO O CONFECCIONADOS CON ENCAJE U OTRO PRODUCTO TEXTIL, EN PIEZA (PERO NO EN TIRAS);404060;7882317
LAS DEMAS MAQUINAS Y APARATOS PARA SOLDAR METAL,DE ARCO O CHORRO DE PLASMA;400843;10518284
LOS DEMAS PRODUCTOS LAMINADOS PLANOS DE HIERRO O ACERO SIN ALEAR,DE ANCHURA SUPERIOR O IGUAL A 600 mm.,LAMINADOS EN CALIENTE,SIN CHAPAR NI REVESTIR;398355;1385797
